HT,AT,League,Date,FTHG,FTAG,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
Real Betis,Real Valladolid,La_Liga,2020-09-20,2,0,1.77,0.29,16,9,6,2,1,2,6.83,9.04,2.6,0.25
Sevilla,Eibar,La_Liga,2020-10-24,0,1,1.99,0.2,21,3,3,1,5,2,5.17,15.63,2.74,0.15
Burnley,Southampton,Premier_League,2020-09-26,0,1,0.35,0.71,9,5,2,1,9,6,8.21,13.75,0.87,1.71
Marseille,Metz,Ligue_1,2020-09-26,1,1,0.86,1.11,17,14,3,3,7,0,5.32,18.95,1.13,1.56
Granada,Alaves,La_Liga,2020-09-20,2,1,2.45,0.77,10,5,3,3,3,2,5.61,12.19,2.64,0.23
Real Valladolid,Real Sociedad,La_Liga,2020-09-13,1,1,0.86,0.31,8,8,3,2,2,3,10.29,6.05,1.95,0.69
Crotone,AC Milan,Serie_A,2020-09-27,0,2,0.11,2.43,5,16,0,6,5,6,9.38,9.73,0.05,2.91
West Ham,Wolverhampton Wanderers,Premier_League,2020-09-27,4,0,3.06,0.39,15,11,7,2,1,4,21.76,8.19,2.87,0.08
Lyon,Dijon,Ligue_1,2020-08-28,4,1,3.97,0.22,27,6,12,2,15,0,6.0,28.6,2.98,0.01
Monaco,Strasbourg,Ligue_1,2020-09-27,3,2,1.56,1.41,11,11,5,5,6,3,9.09,16.1,1.46,1.25
Montpellier,Nice,Ligue_1,2020-09-12,3,1,1.7,0.38,20,9,13,1,8,0,11.68,7.26,2.41,0.39
Monaco,Nantes,Ligue_1,2020-09-13,2,1,2.27,1.11,18,7,5,2,8,5,9.07,17.0,2.15,0.64
Real Sociedad,Getafe,La_Liga,2020-10-03,3,0,2.2,0.32,11,5,6,1,1,1,4.35,7.27,2.74,0.16
Real Valladolid,Eibar,La_Liga,2020-10-03,1,2,1.09,1.69,9,11,3,5,3,2,8.0,7.68,0.79,1.9
Rubin Kazan,FC Tambov,RFPL,2020-08-30,2,2,2.1,0.73,15,7,8,3,11,2,11.41,15.83,2.39,0.43
PFC Sochi,FC Rostov,RFPL,2020-10-04,4,2,0.91,1.03,14,8,8,3,2,2,8.94,14.33,1.25,1.43
Reims,Paris Saint Germain,Ligue_1,2020-09-27,0,2,0.21,3.94,8,21,3,7,6,26,26.77,11.2,0.03,2.96
AC Milan,Roma,Serie_A,2020-10-26,3,3,2.82,2.36,13,12,8,7,11,7,13.42,17.0,1.68,1.08
Brest,Strasbourg,Ligue_1,2020-10-25,0,3,0.73,1.29,14,7,4,5,10,3,10.61,25.93,0.78,1.93
Valencia,Real Betis,La_Liga,2020-10-03,0,2,0.48,1.88,5,17,2,8,3,7,9.85,8.1,0.35,2.47
Lorient,Lyon,Ligue_1,2020-09-27,1,1,0.3,0.82,4,19,2,6,4,11,17.95,12.33,0.78,1.82
Roma,Benevento,Serie_A,2020-10-18,5,2,4.19,1.56,20,10,7,4,13,4,7.51,12.95,2.8,0.13
FK Akhmat,FC Ufa,RFPL,2020-10-25,3,1,2.54,0.42,8,6,3,1,7,3,11.94,4.97,2.84,0.1
Rennes,Angers,Ligue_1,2020-10-23,1,2,1.22,1.21,11,10,1,4,8,4,8.44,28.21,1.38,1.31
FC Ufa,FC Rotor Volgograd,RFPL,2020-10-03,0,0,0.92,0.23,13,6,4,0,2,4,8.64,16.77,1.98,0.64
Spartak Moscow,Zenit St. Petersburg,RFPL,2020-10-03,1,1,1.72,1.85,13,22,4,11,3,10,9.05,12.79,1.28,1.4
Brighton,West Bromwich Albion,Premier_League,2020-10-26,1,1,0.55,0.3,5,9,3,3,4,4,10.71,14.42,1.58,0.94
Arminia Bielefeld,FC Cologne,Bundesliga,2020-09-26,1,0,0.16,1.37,7,12,2,2,1,10,10.96,13.1,0.26,2.56
FK Akhmat,FC Rotor Volgograd,RFPL,2020-08-19,3,1,3.2,0.58,25,7,9,3,11,1,6.87,15.17,2.84,0.1
Paris Saint Germain,Dijon,Ligue_1,2020-10-24,4,0,4.09,1.49,20,16,9,3,10,2,8.05,17.1,2.73,0.2
Spezia,Fiorentina,Serie_A,2020-10-18,2,2,0.93,1.08,12,9,2,3,2,6,7.81,8.1,1.21,1.47
Getafe,Granada,La_Liga,2020-10-25,0,1,1.33,0.95,10,5,1,2,4,2,2.5,5.04,1.67,0.98
Paris Saint Germain,Marseille,Ligue_1,2020-09-13,0,1,2.22,0.5,14,5,4,2,6,1,4.38,12.38,2.68,0.21
FC Rostov,FK Akhmat,RFPL,2020-10-18,3,0,3.17,1.68,20,15,9,4,6,10,9.76,8.41,2.31,0.53
Sassuolo,Torino,Serie_A,2020-10-23,3,3,1.69,2.09,17,17,6,10,13,7,5.0,20.52,1.09,1.67
FK Akhmat,Ural,RFPL,2020-09-27,2,0,2.69,0.19,19,4,6,2,8,2,5.43,12.82,2.92,0.05
Atalanta,Sampdoria,Serie_A,2020-10-24,1,3,2.1,2.5,20,7,5,4,12,3,7.27,10.13,1.05,1.7
Saint-Etienne,Strasbourg,Ligue_1,2020-09-12,2,0,1.76,1.3,10,14,4,6,2,4,9.8,9.09,1.84,0.89
Rennes,Reims,Ligue_1,2020-10-04,2,2,2.09,1.05,18,9,3,4,7,2,6.15,20.38,2.12,0.65
FC Rostov,Khimki,RFPL,2020-10-25,0,2,1.5,1.84,14,14,7,9,6,6,6.52,19.55,1.11,1.63
Nantes,Nimes,Ligue_1,2020-08-30,2,1,2.16,0.87,8,17,5,9,1,8,16.71,5.96,2.36,0.46
Granada,Sevilla,La_Liga,2020-10-17,1,0,1.09,0.7,13,8,3,3,5,5,8.0,11.41,1.71,0.95
AC Milan,Bologna,Serie_A,2020-09-21,2,0,2.94,0.83,17,13,5,4,6,3,9.26,13.5,2.67,0.23
Manchester United,Chelsea,Premier_League,2020-10-24,0,0,0.65,0.22,14,6,4,1,6,1,22.06,14.68,1.73,0.79
Getafe,Osasuna,La_Liga,2020-09-19,1,0,0.7,0.49,7,10,1,3,2,3,6.17,12.5,1.54,1.05
Arsenal Tula,FK Akhmat,RFPL,2020-08-09,0,0,0.81,0.45,6,10,1,2,6,4,7.73,9.31,1.73,0.88
FC Krasnodar,Rubin Kazan,RFPL,2020-10-17,3,1,2.56,0.8,11,8,4,3,6,4,8.32,8.7,2.68,0.21
Wolverhampton Wanderers,Newcastle United,Premier_League,2020-10-25,1,1,0.76,0.25,16,5,3,2,5,4,10.19,31.31,1.79,0.78
Dijon,Brest,Ligue_1,2020-09-13,0,2,0.3,2.2,7,19,3,5,5,4,11.43,9.97,0.18,2.71
Spartak Moscow,PFC Sochi,RFPL,2020-08-09,2,2,1.46,2.13,13,15,4,4,9,4,25.0,22.77,0.86,1.9
Lokomotiv Moscow,FC Krasnodar,RFPL,2020-08-15,1,0,1.53,1.45,16,16,9,3,5,13,13.91,6.17,1.4,1.34
FC Krasnodar,CSKA Moscow,RFPL,2020-08-26,1,1,0.9,0.83,18,18,7,10,14,8,10.24,8.61,1.39,1.27
Burnley,Tottenham,Premier_League,2020-10-26,0,1,0.95,0.8,13,9,4,3,4,6,14.87,9.78,1.46,1.2
Dinamo Moscow,FK Akhmat,RFPL,2020-09-21,1,0,1.14,0.85,22,10,3,4,10,5,5.48,11.5,1.57,1.12
Marseille,Bordeaux,Ligue_1,2020-10-17,3,1,0.98,0.51,6,8,4,4,3,1,10.78,12.67,1.91,0.74
Montpellier,Nimes,Ligue_1,2020-10-04,0,1,0.69,0.59,12,8,2,1,6,4,10.74,7.82,1.38,1.22
Lille,Lens,Ligue_1,2020-10-18,4,0,2.9,0.25,17,7,6,2,4,1,10.95,11.59,2.88,0.07
Metz,Lorient,Ligue_1,2020-10-04,3,1,1.6,0.85,16,10,8,4,6,1,9.24,12.63,2.01,0.7
Levante,Celta Vigo,La_Liga,2020-10-26,1,1,1.19,0.82,10,11,3,3,10,3,6.03,8.41,1.72,0.95
Celta Vigo,Atletico Madrid,La_Liga,2020-10-17,0,2,1.9,1.51,15,9,5,4,12,7,13.83,9.52,1.65,1.1
Metz,Monaco,Ligue_1,2020-08-30,0,1,0.63,0.19,14,3,4,2,4,2,8.74,10.37,1.76,0.77
Freiburg,Wolfsburg,Bundesliga,2020-09-27,1,1,0.92,0.41,19,8,7,2,2,6,7.83,11.17,1.79,0.83
Montpellier,Lyon,Ligue_1,2020-09-15,2,1,1.75,2.17,10,19,3,7,3,10,11.09,8.74,1.04,1.67
Barcelona,Villarreal,La_Liga,2020-09-27,4,0,3.51,0.24,17,5,9,1,17,6,14.95,19.15,2.95,0.03
Ural,FC Tambov,RFPL,2020-10-25,0,0,0.64,0.17,12,6,1,1,5,0,6.56,22.07,1.8,0.72
Napoli,Genoa,Serie_A,2020-09-27,6,0,2.34,0.27,18,6,9,0,6,2,12.84,37.92,2.74,0.16
Werder Bremen,Hertha Berlin,Bundesliga,2020-09-19,1,4,0.5,2.05,16,13,6,6,6,3,12.09,4.79,0.35,2.49
Getafe,Real Betis,La_Liga,2020-09-29,3,0,0.91,0.44,8,10,4,2,1,3,13.84,3.58,1.81,0.83
Strasbourg,Lyon,Ligue_1,2020-10-18,2,3,1.93,4.16,20,14,9,8,6,8,7.29,12.25,0.25,2.65
Sassuolo,Cagliari,Serie_A,2020-09-20,1,1,2.03,0.96,33,8,9,4,15,4,9.26,18.64,2.13,0.64
Verona,Genoa,Serie_A,2020-10-19,0,0,0.88,0.38,18,6,10,2,9,1,6.9,12.86,1.8,0.82
Crystal Palace,Southampton,Premier_League,2020-09-12,1,0,1.4,1.26,5,9,3,5,1,14,17.33,3.61,1.48,1.22
Nimes,Lens,Ligue_1,2020-09-27,1,1,0.37,1.37,13,15,4,6,5,6,12.5,10.59,0.52,2.22
Arsenal Tula,Dinamo Moscow,RFPL,2020-08-22,2,0,1.62,0.8,12,7,4,3,4,3,13.0,6.73,2.11,0.62
Rennes,Monaco,Ligue_1,2020-09-19,2,1,0.86,0.82,14,14,3,2,3,2,13.8,20.53,1.35,1.29
PFC Sochi,Khimki,RFPL,2020-08-14,1,1,1.08,1.24,15,13,5,5,5,5,12.06,11.0,1.19,1.51
Genoa,Crotone,Serie_A,2020-09-20,4,1,2.23,1.32,14,13,6,3,4,4,8.94,9.42,2.04,0.75
Mainz 05,Borussia M.Gladbach,Bundesliga,2020-10-24,2,3,1.9,3.08,15,22,7,11,13,7,13.9,6.06,0.69,2.13
FC Rostov,Ural,RFPL,2020-08-26,1,0,0.74,0.16,12,6,2,1,4,3,10.71,12.82,1.92,0.65
CSKA Moscow,Dinamo Moscow,RFPL,2020-10-18,3,1,1.83,0.54,18,10,10,3,8,3,6.47,12.96,2.38,0.42
Angers,Metz,Ligue_1,2020-10-18,1,1,1.09,1.16,7,7,2,3,4,5,10.5,10.17,1.17,1.35
Dinamo Moscow,PFC Sochi,RFPL,2020-10-24,3,1,1.21,0.34,19,11,9,6,6,9,11.39,7.18,2.14,0.57
VfB Stuttgart,Bayer Leverkusen,Bundesliga,2020-10-03,1,1,0.8,1.7,12,15,3,6,5,4,12.43,7.9,0.66,2.1
Valencia,Levante,La_Liga,2020-09-13,4,2,1.73,2.37,14,19,8,8,4,5,14.5,9.91,0.91,1.84
Atletico Madrid,Villarreal,La_Liga,2020-10-03,0,0,0.61,0.2,13,6,0,2,8,7,10.77,15.14,1.71,0.8
Arsenal,West Ham,Premier_League,2020-09-19,2,1,1.33,2.06,7,14,3,3,16,4,12.76,18.26,0.82,1.94
FC Krasnodar,Spartak Moscow,RFPL,2020-10-24,1,3,1.69,1.23,17,13,6,5,3,5,10.6,8.08,1.76,0.96
Brighton,Chelsea,Premier_League,2020-09-14,1,3,1.44,1.27,13,10,3,5,3,6,9.34,12.7,1.48,1.21
Celta Vigo,Valencia,La_Liga,2020-09-19,2,1,2.34,0.46,23,9,6,3,8,2,9.41,8.82,2.69,0.2
Cadiz,Villarreal,La_Liga,2020-10-25,0,0,0.21,0.75,5,7,0,2,4,4,24.45,4.94,0.65,1.96
Benevento,Bologna,Serie_A,2020-10-04,1,0,0.89,1.82,7,17,2,7,6,5,8.96,6.08,0.66,2.1
Borussia M.Gladbach,Union Berlin,Bundesliga,2020-09-26,1,1,1.48,0.77,14,14,6,2,1,3,11.05,14.18,1.96,0.78
Khimki,FC Rotor Volgograd,RFPL,2020-08-29,1,1,1.32,0.56,17,8,3,2,5,2,7.82,12.89,2.01,0.7
Metz,Saint-Etienne,Ligue_1,2020-10-25,2,0,0.33,0.63,6,10,3,0,1,4,7.18,4.94,0.91,1.64
Cagliari,Lazio,Serie_A,2020-09-26,0,2,0.92,1.99,9,16,2,6,0,8,11.15,13.85,0.53,2.25
Villarreal,Valencia,La_Liga,2020-10-18,2,1,1.6,0.68,16,11,6,3,11,1,10.35,14.57,2.16,0.6
Khimki,Spartak Moscow,RFPL,2020-10-17,2,3,1.66,2.46,22,10,10,7,12,9,19.59,6.67,0.78,2.0
Tottenham,Newcastle United,Premier_League,2020-09-27,1,1,3.19,0.94,23,6,12,1,6,4,9.68,35.7,2.75,0.16
Wolfsburg,Arminia Bielefeld,Bundesliga,2020-10-25,2,1,2.78,0.66,14,9,4,1,12,3,13.35,10.71,2.68,0.22
Liverpool,Leeds,Premier_League,2020-09-12,4,3,3.15,0.27,22,6,6,3,19,2,9.94,9.33,2.93,0.04
FC Tambov,FC Rostov,RFPL,2020-08-08,0,1,0.3,0.77,9,7,1,5,3,3,14.65,10.05,0.75,1.85
Paris Saint Germain,Angers,Ligue_1,2020-10-02,6,1,2.91,0.94,18,8,12,2,15,2,10.39,33.22,2.59,0.29
Fiorentina,Sampdoria,Serie_A,2020-10-02,1,2,2.03,2.18,22,18,5,8,5,6,8.21,12.48,1.28,1.48
CSKA Moscow,Lokomotiv Moscow,RFPL,2020-09-27,0,1,1.38,2.01,21,15,4,6,11,12,13.67,10.58,0.89,1.86
Rubin Kazan,Spartak Moscow,RFPL,2020-09-20,0,2,1.69,0.31,23,6,7,1,15,4,7.35,5.82,2.45,0.35
Leicester,Burnley,Premier_League,2020-09-20,4,2,0.99,1.52,14,16,6,5,14,6,7.47,16.1,0.95,1.78
Parma Calcio 1913,Verona,Serie_A,2020-10-04,1,0,1.23,0.63,11,8,4,2,3,10,24.33,6.82,1.91,0.78
Brest,Monaco,Ligue_1,2020-10-04,1,0,0.73,1.53,7,21,5,2,1,9,20.67,3.44,0.72,2.01
RasenBallsport Leipzig,Hertha Berlin,Bundesliga,2020-10-24,2,1,2.69,0.8,26,9,8,2,18,6,5.85,9.33,2.6,0.28
Marseille,Lille,Ligue_1,2020-09-20,1,1,0.87,1.49,11,14,2,7,5,7,8.12,11.46,0.81,1.9
Bordeaux,Nantes,Ligue_1,2020-08-21,0,0,0.6,0.19,5,6,1,1,0,2,24.46,13.0,1.86,0.7
Eibar,Celta Vigo,La_Liga,2020-09-12,0,0,0.34,0.78,8,6,1,3,1,2,4.41,5.23,0.81,1.8
Alaves,Athletic Club,La_Liga,2020-10-04,1,0,0.52,0.49,8,8,3,0,3,4,9.84,4.85,1.32,1.23
Everton,Liverpool,Premier_League,2020-10-17,2,2,1.36,2.49,11,22,5,8,2,13,14.1,8.72,0.68,2.13
Lokomotiv Moscow,Zenit St. Petersburg,RFPL,2020-08-30,0,0,0.3,0.61,7,9,1,0,8,11,12.29,11.12,0.91,1.62
Dinamo Moscow,FC Krasnodar,RFPL,2020-10-04,2,0,1.48,1.11,15,14,10,3,1,13,9.59,7.17,1.67,1.05
Cadiz,Sevilla,La_Liga,2020-09-27,1,3,1.1,2.21,12,14,5,5,3,13,31.31,3.43,0.64,2.15
Paris Saint Germain,Metz,Ligue_1,2020-09-16,1,0,2.42,0.98,20,7,8,1,11,4,6.94,36.3,2.34,0.48
Real Sociedad,Real Madrid,La_Liga,2020-09-20,0,0,0.72,0.77,6,16,1,4,4,7,13.24,7.0,1.26,1.37
Bayern Munich,Schalke 04,Bundesliga,2020-09-18,8,0,4.62,0.15,21,5,12,1,24,3,6.34,25.33,2.99,0.01
Werder Bremen,Hoffenheim,Bundesliga,2020-10-25,1,1,0.23,0.87,5,14,2,4,1,5,16.06,12.91,0.65,1.95
Leicester,West Ham,Premier_League,2020-10-04,0,3,0.46,2.03,4,14,0,6,2,3,7.32,34.18,0.31,2.53
Dinamo Moscow,Rubin Kazan,RFPL,2020-09-13,0,1,0.6,1.59,15,16,3,6,2,3,8.0,6.86,0.53,2.23
Strasbourg,Nice,Ligue_1,2020-08-29,0,2,0.23,1.21,6,3,0,2,4,1,16.28,12.76,0.33,2.45
Benevento,Inter,Serie_A,2020-09-30,2,5,1.25,4.53,11,18,6,8,2,12,21.35,7.32,0.06,2.9
Valencia,SD Huesca,La_Liga,2020-09-26,1,1,0.31,1.11,5,17,2,4,3,3,11.63,4.83,0.6,2.07
Arsenal Tula,PFC Sochi,RFPL,2020-09-20,3,2,0.75,1.42,12,13,5,4,4,4,15.67,8.33,0.72,1.98
Arminia Bielefeld,Bayern Munich,Bundesliga,2020-10-17,1,4,1.21,3.29,11,17,5,9,4,16,34.67,7.43,0.27,2.62
Real Sociedad,SD Huesca,La_Liga,2020-10-25,4,1,1.8,0.59,13,6,6,4,16,2,8.86,15.06,2.36,0.42
Augsburg,Borussia Dortmund,Bundesliga,2020-09-26,2,0,1.45,1.53,6,18,4,6,2,13,27.94,5.05,1.32,1.4
Khimki,CSKA Moscow,RFPL,2020-08-08,0,2,0.6,1.97,18,14,4,3,6,21,21.23,11.44,0.41,2.42
Sampdoria,Benevento,Serie_A,2020-09-26,2,3,1.36,1.27,9,14,3,5,2,5,14.43,8.31,1.43,1.25
Wolverhampton Wanderers,Fulham,Premier_League,2020-10-04,1,0,0.89,0.97,14,10,5,2,2,6,14.59,21.21,1.23,1.42
FC Ufa,Spartak Moscow,RFPL,2020-08-19,1,1,0.27,2.85,7,21,2,5,1,17,23.17,6.19,0.07,2.88
Nimes,Paris Saint Germain,Ligue_1,2020-10-16,0,4,0.14,4.12,5,30,2,11,0,11,14.72,3.85,0.01,2.99
Lokomotiv Moscow,FC Rotor Volgograd,RFPL,2020-10-24,1,2,1.95,1.0,20,5,3,3,18,1,3.2,22.54,2.2,0.53
Verona,Roma,Serie_A,2020-09-19,0,0,0.91,1.78,8,21,3,4,3,9,8.42,5.06,0.72,2.03
Brest,Lorient,Ligue_1,2020-09-20,3,2,1.21,1.5,14,9,6,4,10,1,6.08,15.05,1.11,1.6
Reims,Lille,Ligue_1,2020-08-30,0,1,0.21,0.91,4,10,0,3,0,0,10.81,16.39,0.59,2.04
Sassuolo,Crotone,Serie_A,2020-10-03,4,1,1.86,1.59,7,15,4,6,4,13,8.35,9.74,1.6,1.11
Liverpool,Arsenal,Premier_League,2020-09-28,3,1,2.74,1.18,21,4,8,3,11,3,8.83,35.86,2.43,0.4
Cagliari,Crotone,Serie_A,2020-10-25,4,2,2.08,1.41,19,12,8,6,9,6,13.81,13.06,1.88,0.88
FC Cologne,Hoffenheim,Bundesliga,2020-09-19,2,3,2.41,2.9,13,13,6,7,5,10,11.91,11.54,0.99,1.76
FC Tambov,Spartak Moscow,RFPL,2020-09-26,0,2,0.51,0.65,9,15,2,4,6,2,12.35,6.5,1.14,1.44
SD Huesca,Cadiz,La_Liga,2020-09-20,0,2,0.22,1.51,4,6,0,4,0,1,3.68,12.0,0.18,2.69
FC Rotor Volgograd,Spartak Moscow,RFPL,2020-08-26,0,1,0.95,2.82,12,22,6,6,1,15,17.0,3.4,0.25,2.63
Alaves,Real Betis,La_Liga,2020-09-13,0,1,1.18,0.34,7,11,2,4,1,4,8.56,9.94,2.37,0.4
Dinamo Moscow,FC Rotor Volgograd,RFPL,2020-08-15,0,0,1.49,0.13,21,3,3,2,8,3,11.05,14.73,2.57,0.25
VfB Stuttgart,Freiburg,Bundesliga,2020-09-19,2,3,2.16,2.07,26,7,7,6,12,4,7.62,12.11,1.41,1.35
Southampton,Everton,Premier_League,2020-10-25,2,0,0.74,0.29,12,6,6,2,6,6,13.88,11.69,1.75,0.82
Lens,Paris Saint Germain,Ligue_1,2020-09-10,1,0,1.72,0.34,7,8,3,1,5,4,15.37,4.88,2.56,0.28
Werder Bremen,Arminia Bielefeld,Bundesliga,2020-10-03,1,0,0.35,1.02,7,10,2,5,5,7,20.58,7.7,0.65,2.03
Wolverhampton Wanderers,Manchester City,Premier_League,2020-09-21,1,3,0.73,2.08,10,14,1,9,3,9,30.71,7.6,0.42,2.41
Chelsea,Liverpool,Premier_League,2020-09-20,0,2,0.92,2.69,5,18,3,6,1,14,40.9,11.44,0.37,2.44
Nantes,Brest,Ligue_1,2020-10-18,3,1,1.91,0.84,12,14,8,5,5,1,12.78,4.22,2.26,0.52
Saint-Etienne,Lorient,Ligue_1,2020-08-30,2,0,1.39,0.21,13,6,5,1,2,1,9.13,6.7,2.43,0.35
Elche,SD Huesca,La_Liga,2020-10-03,0,0,0.19,1.7,2,18,0,4,0,12,10.39,7.72,0.24,2.6
FC Krasnodar,FC Rostov,RFPL,2020-08-30,1,1,1.55,0.63,23,14,7,4,21,6,6.76,11.26,2.12,0.64
Tottenham,West Ham,Premier_League,2020-10-18,3,3,1.78,1.5,11,13,6,4,1,7,12.3,18.06,1.58,1.12
Juventus,Sampdoria,Serie_A,2020-09-20,3,0,2.14,0.61,20,15,8,1,10,1,6.79,21.65,2.55,0.3
Nice,Paris Saint Germain,Ligue_1,2020-09-20,0,3,0.93,3.33,14,14,5,6,6,11,25.15,15.13,0.13,2.8
Ural,Dinamo Moscow,RFPL,2020-08-10,0,2,0.96,1.87,14,15,2,7,4,10,19.08,12.5,0.68,2.08
Schalke 04,Werder Bremen,Bundesliga,2020-09-26,1,3,1.68,3.1,17,17,4,7,3,4,3.95,9.47,0.49,2.34
Borussia Dortmund,Freiburg,Bundesliga,2020-10-03,4,0,2.83,0.45,16,6,7,2,15,0,8.26,23.86,2.85,0.09
Cadiz,Granada,La_Liga,2020-10-04,1,1,1.09,0.82,14,13,4,5,1,4,9.54,4.0,1.6,1.07
Leeds,Fulham,Premier_League,2020-09-19,4,3,1.45,1.56,10,14,7,6,5,4,7.62,9.42,1.26,1.43
Nantes,Saint-Etienne,Ligue_1,2020-09-20,2,2,1.34,1.04,15,6,3,4,8,3,8.0,10.55,1.56,1.05
Aston Villa,Sheffield United,Premier_League,2020-09-21,1,0,0.81,0.85,18,4,2,1,17,2,4.45,17.64,1.16,1.46
FC Rotor Volgograd,PFC Sochi,RFPL,2020-08-22,1,2,0.65,1.54,13,17,2,8,4,8,10.24,15.21,0.64,2.11
Brighton,Manchester United,Premier_League,2020-09-26,2,3,2.98,1.58,18,7,5,3,10,6,6.64,11.13,2.34,0.48
Verona,Udinese,Serie_A,2020-09-27,1,0,1.35,2.15,13,22,2,5,5,5,5.81,7.3,0.82,1.95
PFC Sochi,FC Krasnodar,RFPL,2020-09-26,1,1,1.03,1.39,7,26,2,9,1,17,16.73,4.64,1.1,1.59
FK Akhmat,PFC Sochi,RFPL,2020-09-12,0,1,1.44,0.28,20,8,6,1,6,6,6.82,18.79,2.38,0.39
Real Betis,Real Madrid,La_Liga,2020-09-26,2,3,1.41,3.86,15,11,5,4,5,7,15.68,10.25,0.19,2.73
Getafe,Barcelona,La_Liga,2020-10-17,1,0,1.71,0.63,9,7,4,1,4,4,11.4,5.07,2.3,0.49
Lyon,Monaco,Ligue_1,2020-10-25,4,1,3.43,1.89,15,18,6,5,6,7,18.89,6.96,2.34,0.51
Union Berlin,Augsburg,Bundesliga,2020-09-19,1,3,1.05,1.42,15,9,3,5,1,0,13.22,21.25,1.02,1.69
Lokomotiv Moscow,Khimki,RFPL,2020-10-04,2,1,1.9,1.25,18,11,7,2,10,5,9.19,8.65,1.87,0.87
FC Ufa,Dinamo Moscow,RFPL,2020-08-30,1,1,0.56,0.58,7,11,2,6,6,5,16.39,11.57,1.3,1.28
Hertha Berlin,VfB Stuttgart,Bundesliga,2020-10-17,0,2,1.43,1.41,15,7,4,2,10,1,5.4,13.16,1.34,1.37
Southampton,West Bromwich Albion,Premier_League,2020-10-04,2,0,0.95,0.16,13,5,7,2,6,1,5.09,15.84,2.12,0.52
Saint-Etienne,Rennes,Ligue_1,2020-09-26,0,3,0.2,1.37,6,10,4,6,4,4,18.39,11.48,0.36,2.4
Atletico Madrid,Granada,La_Liga,2020-09-27,6,1,3.6,1.31,17,11,10,6,14,4,6.93,9.9,2.7,0.2
Arsenal Tula,FC Ufa,RFPL,2020-08-14,2,3,0.7,1.39,18,6,7,4,9,3,7.25,9.32,0.7,2.03
Dinamo Moscow,Zenit St. Petersburg,RFPL,2020-08-26,1,0,0.15,0.74,6,18,2,4,1,10,17.31,10.83,0.68,1.87
FC Rotor Volgograd,FC Tambov,RFPL,2020-10-18,0,2,1.45,1.29,16,9,5,4,5,2,6.55,14.35,1.49,1.17
Angers,Bordeaux,Ligue_1,2020-08-30,0,2,0.51,2.29,12,7,2,7,6,2,8.32,7.97,0.24,2.63
Nice,Nantes,Ligue_1,2020-10-03,2,1,1.97,1.14,18,11,7,1,11,3,3.6,32.71,2.0,0.74
Dijon,Montpellier,Ligue_1,2020-09-27,2,2,1.61,2.31,15,14,6,5,7,6,9.67,8.84,0.89,1.88
Dijon,Angers,Ligue_1,2020-08-22,0,1,0.74,2.02,9,12,1,4,5,6,22.0,24.13,0.42,2.38
Spartak Moscow,Arsenal Tula,RFPL,2020-08-29,2,1,1.01,0.45,7,5,3,2,3,1,4.48,12.71,1.89,0.76
